sequence,frame,trans_px,rot_deg,zoom_abs,inliers,features
Basketball,559,0.920,0.0567,0.00080,392,412
Basketball,560,1.128,0.0640,0.00120,385,407
Basketball,561,1.262,0.0659,0.00117,384,412
Basketball,562,1.035,0.0624,0.00109,389,401
Basketball,563,1.093,0.0587,0.00098,376,403
Basketball,564,1.286,0.0663,0.00112,379,402
Basketball,565,0.947,0.0679,0.00054,367,387
Basketball,566,1.110,0.0772,0.00092,368,387
Basketball,567,1.108,0.0900,0.00071,359,387
Basketball,568,0.841,0.0807,0.00048,371,375
Basketball,569,1.065,0.1083,0.00023,357,414
Basketball,570,1.071,0.0608,0.00034,397,391
Basketball,571,1.064,0.0900,0.00054,372,387
Basketball,572,1.468,0.0914,0.00026,360,392
Basketball,573,1.670,0.1384,0.00051,362,396
Basketball,574,1.727,0.1365,0.00038,364,390
Basketball,575,2.081,0.1574,0.00055,356,390
Basketball,576,2.521,0.1890,0.00030,348,398
Basketball,577,2.525,0.1604,0.00042,357,395
Basketball,578,2.567,0.1795,0.00058,351,402
Basketball,579,2.383,0.1384,0.00048,365,391
Basketball,580,2.560,0.1922,0.00075,359,385
Basketball,581,2.577,0.1865,0.00058,354,427
Basketball,582,2.635,0.2012,0.00024,383,423
Basketball,583,2.696,0.2096,0.00067,367,430
Basketball,584,2.695,0.2307,0.00050,367,423
Basketball,585,2.697,0.2285,0.00061,369,434
Basketball,586,2.451,0.2293,0.00035,377,436
Basketball,587,2.605,0.2681,0.00092,380,417
Basketball,588,2.902,0.2248,0.00034,360,413
Basketball,589,2.745,0.2615,0.00049,357,419
Basketball,590,3.007,0.4262,0.00100,338,403
Basketball,591,3.107,0.2500,0.00026,352,414
Basketball,592,3.038,0.2616,0.00029,352,432
Basketball,593,3.028,0.2159,0.00035,358,453
Basketball,594,3.281,0.2193,0.00006,393,450
Basketball,595,3.175,0.2394,0.00015,391,438
Basketball,596,3.058,0.2320,0.00016,371,445
Basketball,597,3.251,0.3282,0.00037,365,428
Basketball,598,3.245,0.3016,0.00019,349,439
Basketball,599,3.291,0.2776,0.00031,364,437
Basketball,600,2.981,0.2072,0.00032,376,444
Basketball,601,3.395,0.1576,0.00092,385,433
Basketball,602,2.795,0.2127,0.00058,374,427
Basketball,603,2.814,0.1884,0.00056,370,435
Basketball,604,2.654,0.1432,0.00019,355,440
Basketball,605,2.854,0.1752,0.00029,378,452
Basketball,606,2.628,0.1443,0.00043,402,402
Basketball,607,2.653,0.1480,0.00056,397,463
Basketball,608,2.194,0.0895,0.00060,423,423
Basketball,609,2.227,0.1238,0.00049,411,411
Basketball,610,2.117,0.1050,0.00061,404,404
Basketball,611,2.232,0.1177,0.00053,400,400
Basketball,612,2.035,0.1794,0.00037,348,439
Basketball,613,1.955,0.0954,0.00054,396,444
Basketball,614,1.923,0.0944,0.00061,400,400
Basketball,615,1.751,0.0670,0.00044,395,454
Basketball,616,1.758,0.0888,0.00033,424,424
Basketball,617,1.439,0.0519,0.00021,418,418
Basketball,618,1.683,0.0732,0.00026,406,406
Basketball,619,1.491,0.0558,0.00033,395,477
Basketball,620,1.499,0.0735,0.00030,413,413
Basketball,621,1.642,0.0701,0.00032,395,476
Basketball,622,1.828,0.0899,0.00052,393,469
Basketball,623,2.091,0.0961,0.00067,388,475
Basketball,624,2.175,0.0964,0.00050,403,403
Basketball,625,2.490,0.1186,0.00041,396,473
Basketball,626,2.591,0.1322,0.00055,400,400
Basketball,627,2.697,0.1608,0.00054,382,475
Basketball,628,2.788,0.1320,0.00087,417,417
Basketball,629,3.015,0.1546,0.00089,404,404
Basketball,630,2.962,0.1513,0.00076,388,475
Basketball,631,3.133,0.1439,0.00079,414,414
Basketball,632,3.366,0.1741,0.00097,403,403
Basketball,633,3.288,0.1676,0.00082,397,481
Basketball,634,3.321,0.2027,0.00130,409,409
Basketball,635,3.201,0.1906,0.00106,387,485
Basketball,636,2.928,0.1279,0.00068,421,421
Basketball,637,3.063,0.1584,0.00073,407,407
Basketball,638,2.981,0.1570,0.00039,401,401
Basketball,639,3.100,0.1661,0.00061,393,484
Basketball,640,2.991,0.1439,0.00033,440,440
Basketball,641,3.200,0.1644,0.00026,420,420
Basketball,642,3.324,0.1812,0.00024,409,409
Basketball,643,3.515,0.2086,0.00054,396,494
Basketball,644,3.294,0.0874,0.00001,415,415
Basketball,645,3.534,0.1020,0.00004,400,400
Basketball,646,3.752,0.1104,0.00013,390,480
Basketball,647,4.496,0.3037,0.00130,403,403
Basketball,648,4.424,0.1085,0.00016,347,470
Basketball,649,4.261,0.0329,0.00044,373,466
Basketball,650,5.396,0.5667,0.00347,171,480
Basketball,651,6.711,0.6929,0.00518,122,500
Basketball,652,5.138,0.1475,0.00048,411,411
Basketball,653,5.266,0.1263,0.00015,391,475
Basketball,654,5.496,0.2136,0.00022,384,489
Basketball,655,5.339,0.0112,0.00013,401,401
Basketball,656,5.735,0.0016,0.00016,387,455
Basketball,657,5.920,0.0393,0.00025,382,450
Basketball,658,6.000,0.1142,0.00014,372,458
Basketball,659,6.166,0.1424,0.00033,381,474
Basketball,660,5.649,0.0543,0.00059,397,474
Basketball,661,5.762,0.0493,0.00089,392,481
Basketball,662,5.685,0.0559,0.00078,397,476
Basketball,663,5.369,0.1369,0.00068,385,539
Basketball,664,5.310,0.1068,0.00080,457,457
Basketball,665,4.629,0.0755,0.00067,449,449
Basketball,666,4.233,0.0185,0.00066,430,430
Basketball,667,3.995,0.0014,0.00061,419,419
Basketball,668,3.720,0.0138,0.00047,412,412
Basketball,669,3.738,0.0458,0.00022,398,519
Basketball,670,3.451,0.1584,0.00064,444,444
Basketball,671,3.630,0.0363,0.00007,425,425
Basketball,672,3.945,0.0041,0.00018,414,414
Basketball,673,3.786,0.0659,0.00021,401,401
Basketball,674,3.747,0.0661,0.00022,400,400
Basketball,675,3.601,0.0433,0.00032,385,573
Basketball,676,3.404,0.0011,0.00012,484,484
Basketball,677,3.313,0.0011,0.00027,469,469
Basketball,678,2.615,0.0037,0.00123,304,610
Basketball,679,3.672,0.4680,0.00130,278,606
Basketball,680,3.232,0.2071,0.00033,568,568
Basketball,681,3.095,0.2200,0.00058,544,544
Basketball,682,3.138,0.2378,0.00052,535,535
Basketball,683,3.298,0.2930,0.00043,518,518
Basketball,684,2.958,0.2465,0.00026,513,513
Basketball,685,2.404,0.0928,0.00012,470,470
Basketball,686,2.335,0.1192,0.00015,467,467
Basketball,687,2.125,0.0930,0.00013,462,462
Basketball,688,1.930,0.1028,0.00003,461,461
Basketball,689,1.969,0.1230,0.00010,456,456
Basketball,690,1.661,0.1031,0.00015,453,453
Basketball,691,1.545,0.0847,0.00008,447,447
Basketball,692,1.653,0.0997,0.00011,443,443
Basketball,693,1.272,0.0767,0.00018,439,439
Basketball,694,1.075,0.0737,0.00027,438,438
Basketball,695,1.144,0.0701,0.00013,434,434
Basketball,696,1.149,0.0789,0.00051,432,432
Basketball,697,0.991,0.0427,0.00068,431,431
Basketball,698,1.103,0.0470,0.00051,429,429
Basketball,699,1.278,0.0552,0.00062,429,429
Basketball,700,1.253,0.1518,0.00031,262,593
Basketball,701,2.131,0.2451,0.00005,291,590
Basketball,702,1.411,0.0454,0.00043,580,580
Basketball,703,1.253,0.0438,0.00096,572,572
Basketball,704,1.358,0.0355,0.00078,564,564
Basketball,705,1.237,0.0284,0.00075,558,558
Basketball,706,1.178,0.0259,0.00084,554,554
Basketball,707,1.206,0.0464,0.00093,548,548
Basketball,708,1.421,0.1014,0.00062,528,528
Basketball,709,1.409,0.0924,0.00071,524,524
Basketball,710,1.193,0.0625,0.00085,516,516
Basketball,711,1.307,0.0583,0.00080,514,514
Basketball,712,1.218,0.0639,0.00115,512,512
Basketball,713,1.388,0.0905,0.00068,500,500
Basketball,714,1.260,0.0834,0.00066,499,499
Basketball,715,1.215,0.0782,0.00048,498,498
Basketball,716,0.868,0.0368,0.00074,497,497
Basketball,717,1.046,0.0622,0.00044,491,491
Basketball,718,0.847,0.0715,0.00072,486,486
Basketball,719,0.479,0.0103,0.00068,484,484
Basketball,720,0.376,0.0413,0.00086,477,477
Basketball,721,0.251,0.0091,0.00066,475,475
Basketball,722,0.211,0.0051,0.00101,473,473
Basketball,723,0.248,0.0157,0.00087,468,468
Basketball,724,0.233,0.0058,0.00060,465,465
Basketball,725,0.492,0.0039,0.00113,457,457
Biker,2,0.102,0.0120,0.00010,628,628
Biker,3,0.060,0.0077,0.00006,628,628
Biker,4,0.057,0.0071,0.00005,628,628
Biker,5,0.066,0.0092,0.00007,628,628
Biker,6,0.059,0.0082,0.00006,628,628
Biker,7,0.124,0.0192,0.00011,627,627
Biker,8,0.148,0.0203,0.00014,627,627
Biker,9,0.094,0.0100,0.00012,627,627
Biker,10,0.199,0.0208,0.00020,624,624
Biker,11,0.156,0.0151,0.00021,624,624
Biker,12,0.083,0.0100,0.00010,624,624
Biker,13,0.153,0.0198,0.00016,624,624
Biker,14,0.077,0.0102,0.00008,624,624
Biker,15,0.167,0.0216,0.00018,624,624
Biker,16,0.094,0.0113,0.00011,624,624
Biker,17,0.229,0.0272,0.00026,624,624
Biker,18,0.102,0.0119,0.00012,624,624
Biker,19,0.260,0.0324,0.00029,624,624
Biker,20,0.141,0.0191,0.00014,624,624
Biker,21,0.260,0.0381,0.00024,623,623
Biker,22,0.129,0.0194,0.00011,623,623
Biker,23,0.254,0.0356,0.00024,623,623
Biker,24,0.117,0.0159,0.00012,623,623
Biker,25,0.208,0.0191,0.00029,621,621
Biker,26,0.104,0.0085,0.00014,621,621
Biker,27,0.285,0.0242,0.00040,621,621
Biker,28,0.139,0.0166,0.00017,621,621
Biker,29,0.298,0.0308,0.00042,621,621
Biker,30,0.161,0.0224,0.00020,621,621
Biker,31,0.327,0.0456,0.00041,620,620
Biker,32,0.220,0.0243,0.00031,620,620
Biker,33,0.335,0.0371,0.00037,615,615
Biker,34,0.136,0.0152,0.00016,615,615
Biker,35,0.269,0.0272,0.00034,615,615
Biker,36,0.362,0.0413,0.00044,615,615
Biker,37,0.165,0.0169,0.00023,615,615
Biker,38,0.311,0.0326,0.00040,610,610
Biker,39,0.165,0.0184,0.00024,610,610
Biker,40,0.356,0.0420,0.00047,603,603
Biker,41,0.188,0.0233,0.00016,603,603
Biker,42,0.291,0.0342,0.00024,596,596
Biker,43,0.148,0.0145,0.00013,596,596
Biker,44,0.144,0.0124,0.00017,596,596
Biker,45,0.142,0.0126,0.00016,596,596
Biker,46,0.263,0.0219,0.00033,596,596
Biker,47,0.123,0.0047,0.00017,596,596
Biker,48,0.142,0.0043,0.00020,596,596
Biker,49,0.137,0.0042,0.00021,596,596
Biker,50,0.172,0.0058,0.00026,596,596
Biker,51,0.139,0.0120,0.00031,589,589
Biker,52,0.054,0.0037,0.00012,589,589
Biker,53,0.089,0.0080,0.00024,589,589
Biker,54,0.033,0.0036,0.00010,589,589
Biker,55,0.060,0.0092,0.00022,589,589
Biker,56,0.033,0.0060,0.00011,589,589
Biker,57,0.095,0.0029,0.00021,587,587
Biker,58,0.073,0.0060,0.00010,586,586
Biker,59,0.059,0.0095,0.00003,586,586
Biker,60,0.133,0.0222,0.00001,586,586
Biker,61,0.167,0.0261,0.00017,585,585
Biker,62,0.086,0.0152,0.00011,585,585
Biker,63,0.090,0.0060,0.00001,569,569
Biker,64,0.075,0.0171,0.00006,548,548
Biker,65,0.033,0.0016,0.00001,546,546
Biker,66,0.080,0.0371,0.00006,524,524
Biker,67,0.010,0.0001,0.00002,489,489
Biker,68,0.003,0.0002,0.00000,479,479
Biker,69,0.013,0.0008,0.00001,478,478
Biker,70,0.009,0.0018,0.00001,461,461
Biker,71,0.016,0.0047,0.00001,453,453
Biker,72,0.008,0.0023,0.00001,447,447
Biker,73,0.004,0.0007,0.00000,433,433
Biker,74,0.008,0.0018,0.00001,432,432
Biker,75,0.006,0.0030,0.00000,432,432
Biker,76,0.010,0.0024,0.00001,429,429
Biker,77,0.212,0.0255,0.00011,428,428
Biker,78,0.012,0.0013,0.00001,421,421
Biker,79,0.001,0.0006,0.00000,409,409
Biker,80,0.005,0.0032,0.00001,405,405
Biker,81,0.002,0.0010,0.00003,402,402
Biker,82,0.009,0.0032,0.00003,399,663
Biker,83,0.019,0.0027,0.00006,642,642
Biker,84,0.013,0.0023,0.00012,632,632
Biker,85,0.007,0.0011,0.00005,632,632
Biker,86,0.018,0.0065,0.00005,630,630
Biker,87,0.002,0.0004,0.00004,630,630
Biker,88,0.019,0.0019,0.00003,630,630
Biker,89,0.025,0.0008,0.00004,630,630
Biker,90,0.018,0.0023,0.00001,630,630
Biker,91,0.010,0.0017,0.00003,630,630
Biker,92,0.038,0.0050,0.00009,630,630
Biker,93,0.013,0.0025,0.00002,630,630
Biker,94,0.037,0.0064,0.00004,628,628
Biker,95,0.017,0.0029,0.00002,628,628
Biker,96,0.035,0.0051,0.00008,628,628
Biker,97,0.018,0.0039,0.00002,628,628
Biker,98,0.040,0.0093,0.00003,627,627
Biker,99,0.018,0.0049,0.00001,627,627
Biker,100,0.035,0.0048,0.00010,627,627
Biker,101,0.047,0.0065,0.00019,625,625
Biker,102,0.013,0.0010,0.00008,625,625
Biker,103,0.031,0.0073,0.00011,612,612
Biker,104,0.007,0.0024,0.00004,611,611
Biker,105,0.011,0.0018,0.00002,611,611
Biker,106,0.005,0.0020,0.00000,611,611
Biker,107,0.005,0.0002,0.00002,611,611
Biker,108,0.005,0.0004,0.00004,611,611
Biker,109,0.015,0.0001,0.00006,610,610
Biker,110,0.002,0.0000,0.00003,610,610
Biker,111,0.003,0.0010,0.00003,609,609
Biker,112,0.012,0.0013,0.00001,609,609
Biker,113,0.021,0.0014,0.00003,609,609
Biker,114,0.016,0.0007,0.00005,609,609
Biker,115,0.005,0.0009,0.00001,609,609
Biker,116,0.009,0.0024,0.00002,609,609
Biker,117,0.010,0.0023,0.00002,609,609
Biker,118,0.036,0.0027,0.00005,609,609
Biker,119,0.008,0.0013,0.00002,609,609
Biker,120,0.011,0.0006,0.00003,609,609
Biker,121,0.005,0.0011,0.00001,609,609
Biker,122,0.013,0.0013,0.00004,609,609
Biker,123,0.007,0.0016,0.00001,609,609
Biker,124,0.011,0.0008,0.00003,609,609
Biker,125,0.019,0.0018,0.00001,609,609
Biker,126,0.003,0.0006,0.00001,609,609
Biker,127,0.030,0.0060,0.00000,609,609
Biker,128,0.008,0.0006,0.00000,609,609
Biker,129,0.021,0.0030,0.00002,609,609
Biker,130,0.017,0.0024,0.00002,609,609
Biker,131,0.038,0.0065,0.00004,609,609
Biker,132,0.017,0.0035,0.00001,609,609
Biker,133,0.046,0.0072,0.00005,609,609
Biker,134,0.023,0.0044,0.00001,609,609
Biker,135,0.020,0.0026,0.00003,609,609
Biker,136,0.015,0.0032,0.00001,609,609
Biker,137,0.009,0.0021,0.00000,609,609
Biker,138,0.010,0.0023,0.00001,609,609
Biker,139,0.002,0.0001,0.00001,609,609
Biker,140,0.018,0.0015,0.00005,609,609
Biker,141,0.008,0.0010,0.00002,609,609
Biker,142,0.008,0.0016,0.00002,609,609
Bird2,2,6.717,0.1462,0.01033,84,145
Bird2,3,3.414,0.2761,0.00433,61,157
Bird2,4,5.399,0.0447,0.01084,53,158
Bird2,5,7.081,0.2411,0.01191,73,162
Bird2,6,12.440,0.3651,0.00977,81,160
Bird2,7,7.852,0.4284,0.00644,101,148
Bird2,8,2.517,0.0509,0.00258,86,165
Bird2,9,2.306,0.0649,0.00446,93,186
Bird2,10,3.364,0.4480,0.00167,118,145
Bird2,11,4.501,0.4341,0.00154,83,171
Bird2,12,4.306,0.4267,0.00387,84,193
Bird2,13,9.681,0.8853,0.00065,71,171
Bird2,14,5.993,0.2149,0.00347,67,146
Bird2,15,4.715,0.5007,0.00315,90,142
Bird2,16,12.139,1.1208,0.01507,71,140
Bird2,17,5.110,0.8021,0.00336,58,183
Bird2,18,21.320,0.1142,0.03254,43,165
Bird2,19,27.811,1.3098,0.03566,32,147
Bird2,20,14.118,1.2862,0.00232,25,141
Bird2,21,6.442,0.6171,0.01031,33,162
Bird2,22,3.666,0.3836,0.00248,77,181
Bird2,23,1.875,0.1470,0.00206,107,166
Bird2,24,1.348,0.1367,0.00147,105,191
Bird2,25,1.962,0.4959,0.00101,116,179
Bird2,26,4.617,0.3469,0.00929,86,167
Bird2,27,3.477,0.3378,0.00354,98,194
Bird2,28,2.911,0.2919,0.00837,84,186
Bird2,29,2.874,0.2441,0.00296,103,204
Bird2,30,12.223,0.1663,0.00697,93,189
Bird2,31,16.931,1.0465,0.00553,76,202
Bird2,32,5.301,1.0776,0.00117,77,174
Bird2,33,2.270,0.6080,0.00603,64,149
Bird2,34,3.027,1.0450,0.00684,67,150
Bird2,35,1.886,0.9602,0.00293,70,207
Bird2,36,1.871,0.4110,0.00086,120,200
Bird2,37,2.259,0.0296,0.00392,107,172
Bird2,38,2.321,0.4475,0.00272,96,153
Bird2,39,3.273,0.0989,0.00062,59,158
Bird2,40,5.132,1.0914,0.00429,59,192
Bird2,41,3.348,0.9369,0.00378,74,182
Bird2,42,1.803,1.3537,0.00008,84,170
Bird2,43,14.546,0.3928,0.00462,71,163
Bird2,44,38.688,0.3768,0.04218,29,149
Bird2,45,5.933,0.0241,0.01103,38,180
Bird2,46,3.577,0.3564,0.00778,67,160
Bird2,47,13.767,0.5267,0.01942,71,169
Bird2,48,7.382,0.4073,0.00498,95,184
Bird2,49,3.765,0.3757,0.00292,122,203
Bird2,50,1.295,0.4182,0.00659,131,196
Bird2,51,3.867,0.0935,0.00129,111,200
Bird2,52,3.155,0.1434,0.00695,104,197
Bird2,53,11.223,0.0756,0.01170,96,153
Bird2,54,8.198,0.2482,0.00379,76,244
Bird2,55,6.206,0.7911,0.00281,107,167
Bird2,56,16.731,1.2734,0.01122,74,189
Bird2,57,0.494,0.1209,0.00034,65,171
Bird2,58,17.324,1.3394,0.00653,52,159
Bird2,59,0.424,1.5211,0.00713,63,167
Bird2,60,2.464,0.0662,0.00010,123,154
Bird2,61,0.605,0.4795,0.00361,98,166
Bird2,62,0.852,0.2327,0.00017,102,168
Bird2,63,5.304,0.7382,0.01163,94,161
Bird2,64,2.445,1.8566,0.00213,74,156
Bird2,65,0.949,1.2995,0.00441,71,165
Bird2,66,7.027,0.5589,0.01022,56,157
Bird2,67,9.349,0.1341,0.01249,59,154
Bird2,68,13.778,0.4595,0.01495,60,159
Bird2,69,8.523,0.0685,0.00645,66,151
Bird2,70,26.493,1.8448,0.04385,50,123
Bird2,71,15.494,0.8737,0.01321,30,127
Bird2,72,13.380,0.0714,0.01429,51,158
Bird2,73,14.589,0.3412,0.00713,50,151
Bird2,74,1.984,0.0579,0.00066,61,137
Bird2,75,4.926,0.1641,0.00279,77,153
Bird2,76,7.956,0.0696,0.00086,97,181
Bird2,77,2.930,0.4287,0.00248,128,198
Bird2,78,3.416,0.2545,0.00349,128,180
Bird2,79,7.398,0.8938,0.00334,116,195
Bird2,80,3.186,0.6446,0.00732,132,188
Bird2,81,0.932,0.4458,0.00004,102,187
Bird2,82,0.914,0.0782,0.00039,95,153
Bird2,83,2.664,0.1782,0.00062,69,164
Bird2,84,2.051,0.9439,0.00598,60,141
Bird2,85,4.603,0.1056,0.00177,59,178
Bird2,86,0.774,0.2313,0.00050,112,171
Bird2,87,3.169,0.0385,0.00342,110,174
Bird2,88,15.062,1.4129,0.01636,79,167
Bird2,89,2.284,0.2400,0.00251,64,145
Bird2,90,0.880,0.0632,0.00089,36,153
Bird2,91,6.910,0.8291,0.01078,50,155
Bird2,92,5.335,0.0998,0.00333,51,154
Bird2,93,10.466,2.1046,0.01135,42,191
Bird2,94,16.856,1.5538,0.01410,70,158
Bird2,95,1.812,0.2972,0.00115,76,168
Bird2,96,2.604,0.0517,0.00522,74,165
Bird2,97,7.392,0.4003,0.01132,78,159
Bird2,98,25.306,0.2588,0.08108,52,212
Bird2,99,55.325,0.4028,0.18507,37,213
BlurBody,2,11.489,1.0145,0.00098,248,179
BlurBody,3,22.259,2.2757,0.00972,93,163
BlurBody,4,39.231,1.5713,0.00304,78,129
BlurBody,5,45.746,1.3378,0.00364,107,144
BlurBody,6,47.327,1.5185,0.00157,120,173
BlurBody,7,42.012,0.9154,0.00230,94,160
BlurBody,8,36.124,0.6523,0.00276,90,116
BlurBody,9,20.305,0.0270,0.00361,71,128
BlurBody,10,13.371,0.3571,0.00251,88,111
BlurBody,11,10.554,0.0139,0.00390,106,141
BlurBody,12,6.641,0.0711,0.00259,125,160
BlurBody,13,11.738,0.0307,0.00270,142,172
BlurBody,14,14.892,0.6942,0.00575,66,153
BlurBody,15,39.115,0.1811,0.00491,97,164
BlurBody,16,41.096,1.1108,0.00317,111,165
BlurBody,17,31.541,0.9726,0.00034,116,166
BlurBody,18,28.832,0.9809,0.00405,135,155
BlurBody,19,30.294,0.9973,0.00003,128,150
BlurBody,20,29.502,0.8271,0.00131,107,137
BlurBody,21,21.123,0.4217,0.00192,96,120
BlurBody,22,15.696,0.0324,0.00407,91,124
BlurBody,23,8.032,0.3525,0.00142,97,148
BlurBody,24,4.861,0.3464,0.00020,115,175
BlurBody,25,3.266,0.4110,0.00015,145,170
BlurBody,26,2.614,0.3800,0.00095,144,325
BlurBody,27,1.816,0.2363,0.00174,252,230
BlurBody,28,1.608,0.1645,0.00057,188,134
BlurBody,29,7.797,0.0359,0.00312,95,94
BlurBody,30,10.560,0.1188,0.00498,66,95
BlurBody,31,10.612,0.2519,0.00072,65,98
BlurBody,32,10.794,0.2225,0.00812,60,145
BlurBody,33,7.454,0.2819,0.00179,78,123
BlurBody,34,16.483,0.7173,0.00366,63,114
BlurBody,35,44.417,2.2679,0.02109,25,142
BlurBody,36,38.936,1.2465,0.00431,94,132
BlurBody,37,49.458,1.8003,0.00507,60,116
BlurBody,38,56.289,3.8577,0.02414,28,709
BlurBody,39,51.014,1.3234,0.00659,40,132
BlurBody,40,4.814,0.4320,0.00386,78,151
BlurBody,41,10.108,1.2292,0.01885,76,188
BlurBody,42,17.552,0.4153,0.02445,52,401
BlurBody,43,27.829,1.1257,0.00469,127,104
BlurBody,44,10.539,0.5196,0.00874,66,115
BlurBody,45,14.755,0.2486,0.00197,62,153
BlurBody,46,20.885,0.1919,0.00730,80,121
BlurBody,47,21.154,0.2660,0.00005,58,120
BlurBody,48,5.998,0.1818,0.00747,77,150
BlurBody,49,5.601,0.3287,0.00276,89,132
BlurBody,50,24.559,0.6174,0.01332,73,123
BlurBody,51,14.944,0.4236,0.00294,52,108
BlurBody,52,51.304,1.4207,0.00264,27,581
BlurBody,53,58.540,2.7281,0.01095,43,169
BlurBody,54,12.000,0.9991,0.00415,82,100
BlurBody,55,23.306,0.5623,0.00975,40,116
BlurBody,56,30.481,0.6068,0.01222,53,269
BlurBody,57,20.075,0.1709,0.02115,86,104
BlurBody,58,20.842,0.0802,0.01075,17,192
BlurBody,59,44.327,1.6304,0.00621,103,223
BlurBody,60,15.655,0.2723,0.00720,84,133
BlurBody,61,28.887,0.8968,0.00247,52,140
BlurBody,62,9.136,0.0599,0.00428,68,158
BlurBody,63,8.902,0.1230,0.00894,97,130
BlurBody,64,22.103,0.1890,0.00093,79,120
BlurBody,65,11.800,0.4910,0.00715,75,124
BlurBody,66,5.177,0.2022,0.00276,77,160
BlurBody,67,31.154,1.4394,0.00282,49,135
BlurBody,68,45.127,0.8545,0.00526,47,125
BlurBody,69,18.171,0.5218,0.00527,48,117
BlurBody,70,6.795,0.2959,0.01129,34,118
BlurBody,71,27.283,0.0771,0.01087,50,174
BlurBody,72,30.002,2.7899,0.00432,55,119
BlurBody,73,10.537,0.3295,0.00281,77,112
BlurBody,74,3.715,0.0539,0.00370,72,123
BlurBody,75,7.810,0.6761,0.00700,86,120
BlurBody,76,7.231,0.3936,0.00992,79,144
